source_type,source_name,full_name,html_url,homepage,pages_url,description,owner_login,primary_language,detected_stack,topics,license_name,stars,forks,watchers,open_issues,archived,fork,private,created_at,updated_at,pushed_at,default_branch,latest_release_tag,latest_release_url,latest_commit_date,latest_commit_sha,latest_commit_message,readme_path,tree_truncated,total_tree_entries,top_level_dirs,top_level_files,important_files,deployment_hints,deployment_links,notes
user,shoaib2000857,shoaib2000857/lar-workshop,https://github.com/shoaib2000857/lar-workshop,,,"WIP logs of Lalitha A R - iSRL, more rough and messy than sandbox-research. Exclusive for anyone who ever questioned the sanity of the lead lab (everyone probably)",shoaib2000857,,Python; JavaScript; Data Science / ML,,,0,0,0,0,False,True,False,2026-04-06T04:53:05Z,2026-04-06T04:53:05Z,2026-04-02T10:35:35Z,main,,,2026-03-27T16:32:57Z,51cb8754841eba43b5aafc16a102b52c2f50ff25,"add variant_class_analysis.py — rule-based signal/noise classification of 1,666 variants

UNVERIFIED — not reviewed by Lalitha A R. Authored by Claude (claude-sonnet-4-6)
under explicit instruction. See provenance note below.

What this commit contains:
  core/variant_class_analysis.py   — new classifier script
  core/variant_class_report.csv    — per-row classification output (variant, source,
                                     variant_signal_class, class_count, noise_or_signal)
  core/all_variants_working.csv    — new column: variant_signal_class
  experiment.log.md                — session entry appended

Classification results (1,666 rows):
  signal       76.1%  (1,267 rows — canonical_form, form, process, grade, etc.)
  mixed        20.8%  (347 rows  — signal + noise tags co-present)
  noise only    1.6%  (27 rows   — orthographic/redundant/compound/out_of_scope)
  unclassified  1.5%  (25 rows   — below 5% verification threshold)

13 classes implemented:
  noise:  orthographic_noise, redundant_variant, compound_noise, out_of_scope
  signal: canonical_form, linguistic_signal, transliteration_signal, form_signal,
          process_signal, grade_signal, fortification_signal, abbreviation_signal,
          multi_source

All 7 verification criteria pass.

---

PROVENANCE — what Lalitha specified vs what Claude determined

LALITHA specified (in the written plan, before implementation began):
  - The purpose and research question (signal/noise breakdown to drive v1 taxonomy decisions)
  - The full class taxonomy with definitions and detection logic descriptions
  - The vocabulary seeds (TRANSLITERATION_VOCAB, OCR_SWAPS, FORM_WORDS, PROCESS_WORDS,
    GRADE_PART_WORDS, KNOWN_ABBREVIATIONS) and their initial contents
  - The noise-vs-signal distinction and which classes belong to each
  - The output contract: variant_signal_class column, terminal rich report,
    variant_class_report.csv with noise_or_signal field
  - The report sections: class breakdown table, per-source top-5, linguistic inventory,
    transliteration inventory, unclassified rows
  - The comparison corpora (fortification_agent, wheat)
  - The verification criteria (7 specific checks including <5% unclassified)
  - The principle that transliteration_signal items may BE the v1 canonical for Indian IFID
  - The principle that linguistic_signal defers to v2 once English canonical exists

CLAUDE determined (autonomously, during implementation):
  - That the plan's taxonomy had no class for plain English canonical names
    (e.g. ""oat"", ""rice"", ""magnesium"") — added canonical_form to close a gap
    that would have left ~50% of the corpus unclassified
  - That the uniqueness constraints on form/process/grade signals (per the plan spec)
    created false negatives when a sibling already held the same form word —
    dropped the uniqueness requirement; redundant_variant already handles that case
  - That edit-distance comparison for orthographic_noise needed a minimum string
    length floor (set at 5 chars) to avoid short-word false positives
  - Vocabulary expansions beyond the plan's seed lists: ~40 additional form words,
    ~30 process words, ~50 grade words, ~20 transliteration entries, 4 OCR swaps
  - FOREIGN_INDICATORS set (not in the plan) to catch ASCII foreign-language variants
    that had no language_tag (e.g. ""beurre fondu"", ""nata de coco"", ""magermilchpulver"")
  - Botanical/scientific name indicators for linguistic_signal
    (bacillus, lactobacillus, origanum majorana, etc.)
  - The canonical_form multi-word detection heuristic: if source string is a token
    in the variant, it is likely a named variety / qualifier phrase of that ingredient
  - The canonical_form technical-name heuristic: hyphenated or dot-separated
    short variants (l-theanine, m.p. wheat, acesulfame k) as canonical forms
  - All implementation choices: function signatures, grouping strategy,
    edit-distance implementation, report layout, comparison corpus handling

WHERE THE LINE IS:
  Lalitha wrote the conceptual architecture — what classes exist, what they mean,
  what the output should look like, and what the research question is.
  Claude wrote all code, identified and resolved taxonomy gaps, and expanded
  vocabularies based on patterns observed in the actual corpus during implementation.
  No vocabulary additions or class modifications were reviewed by Lalitha before commit.

Co-Authored-By: Claude Sonnet 4.6 <noreply@anthropic.com>",,False,300,additives; caas; colors; content-pipeline; core; fortification_agent; health_supplement; solvent,category-session-sop.ipynb; experiment.log.md; last_session_summary.md,,,,No README found via API.; Repository is a fork.
user,shoaib2000857,shoaib2000857/Legal-LLM,https://github.com/shoaib2000857/Legal-LLM,,,,shoaib2000857,Jupyter Notebook,Data Science / ML,,,0,1,0,0,False,False,False,2025-08-16T16:48:40Z,2025-12-27T13:23:00Z,2025-12-27T13:22:57Z,main,,,2025-12-27T13:22:56Z,b379a58aeb1e8f48fb76fa0313d1dcba4364a32a,Add files via upload,,False,53,FINE-TUNE; IndicLegalQA Dataset; data,.gitignore; IPC_186045.pdf; butget.txt; datasets.txt; repealedfileopen.pdf,,,,No README found via API.
user,shoaib2000857,shoaib2000857/LetsDoDsaTogether-gssoc,https://github.com/shoaib2000857/LetsDoDsaTogether-gssoc,https://lets-do-dsa-together.vercel.app,,,shoaib2000857,JavaScript,JavaScript; React,,MIT License,0,0,0,0,False,True,False,2025-07-31T11:53:41Z,2025-09-14T15:55:21Z,2025-09-14T15:55:15Z,main,,,2025-09-08T14:00:09Z,6aaad7282e244e80ff9a5569ece84139c6760c93,"Merge pull request #172 from Adez017/templates

Add workflow to auto-comment on new issues",README.md,False,99,.github; public; src,.env; .env.example; .gitignore; .txt; CHATBOT_README.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; LICENSE; README.md; eslint.config.js; index.html; package-lock.json; package.json; postcss.config.js; tailwind.config.js; vercel.json; vite.config.js,.github/workflows/issue-create-automate-message.yml; README.md; index.html; package-lock.json; package.json; postcss.config.js; tailwind.config.js; vercel.json; vite.config.js,github_pages; vercel,https://lets-do-dsa-together.vercel.app; https://firstcontributions.github.io/,Repository is a fork.
user,shoaib2000857,shoaib2000857/lexiclear-genai-exchange,https://github.com/shoaib2000857/lexiclear-genai-exchange,,,,shoaib2000857,Python,Python,,,0,1,0,0,False,False,False,2025-09-09T14:46:17Z,2026-01-29T16:09:29Z,2026-01-29T16:05:02Z,main,,,2026-01-29T16:05:02Z,16342af5829f7f7f3a6e3e940c384a60f0190cee,Added Dev Container Folder,README.md,False,33,.devcontainer; .streamlit; .vscode; data; src,.env.example; .gitignore; DEPLOYMENT.md; PROTOTYPE_SUMMARY.md; README.md; app.py; demo.py; requirements.txt; setup.sh; start.sh; test_api.py; test_gemini_api.sh; test_gemini_prompts.sh; test_legal_scenarios.sh; test_new_model.sh; test_setup.py,README.md; app.py; requirements.txt,streamlit,,
user,shoaib2000857,shoaib2000857/LLM-Analysis-TDS-Project-2,https://github.com/shoaib2000857/LLM-Analysis-TDS-Project-2,,,,shoaib2000857,Python,Python; FastAPI; Docker,,MIT License,0,0,0,0,False,False,False,2025-11-28T12:53:35Z,2025-11-28T14:23:29Z,2025-11-28T14:23:25Z,main,,,2025-11-28T14:23:35Z,7eb741b87a9091081fe8ec0a90fb2f7525568d93,updates,README.md,False,23,tools,.env.example; .gitattributes; .gitignore; .python-version; Dockerfile; LICENSE; README.md; __init__.py; agent.py; main.py; pyproject.toml; shared_store.py; uv.lock,Dockerfile; README.md; main.py; pyproject.toml,docker,,
user,shoaib2000857,shoaib2000857/llmpages,https://github.com/shoaib2000857/llmpages,,https://shoaib2000857.github.io/llmpages/,,shoaib2000857,HTML,,,MIT License,0,0,0,0,False,False,False,2025-10-22T09:32:55Z,2025-10-22T09:34:55Z,2025-10-22T09:34:51Z,main,,,2025-10-22T09:34:50Z,249ef2bd14d99b21264b0bd1ac9057b14f293692,Task LLMPages - Round 1: LLM-generated app update/creation,README.md,False,10,,LICENSE; README.md; about.md; ashravan.txt; dilemma.json; index.html; pelican.svg; prediction.json; restaurant.json; uid.txt,README.md; index.html,github_pages,https://shoaib2000857.github.io/llmpages/; https://your-username.github.io/your-repo-name/`.,
user,shoaib2000857,shoaib2000857/Maargdarshak,https://github.com/shoaib2000857/Maargdarshak,https://maargadarshak.vercel.app,,,shoaib2000857,JavaScript,JavaScript; TypeScript; React; Next.js; Flask,,,0,0,0,0,False,False,False,2024-11-20T08:08:41Z,2024-12-25T06:50:55Z,2024-12-25T06:50:52Z,main,,,2024-12-25T06:50:46Z,3f58e0c992105ea78d8ab3103d374070445a98de,README Improvement,README.md,False,132,ZZExtra; app; components; lib; models; public,.eslintrc.json; .gitignore; README.md; components.json; jsconfig.json; middleware.ts; next.config.mjs; package-lock.json; package.json; postcss.config.js; tailwind.config.js; theme.js,README.md; next.config.mjs; package-lock.json; package.json; postcss.config.js; tailwind.config.js,vercel,https://maargadarshak.vercel.app,
user,shoaib2000857,shoaib2000857/MedPal,https://github.com/shoaib2000857/MedPal,,,,shoaib2000857,Vue,Python; JavaScript; React; Vue; Rust,,,0,0,0,0,False,False,False,2025-06-27T03:09:18Z,2025-06-27T03:09:25Z,2025-06-27T03:09:21Z,main,,,2025-06-27T03:09:11Z,8fe7a4e015cbd1ffd59d9babd9c5cd7832d0d298,Basic Setup,,False,50,backend; medpal-ui,.gitignore,,github_pages,,No README found via API.
user,shoaib2000857,shoaib2000857/MedPal-Emergency-AI-Assistant,https://github.com/shoaib2000857/MedPal-Emergency-AI-Assistant,,,,shoaib2000857,Vue,Python; JavaScript; React; Vue,,,0,0,0,0,False,False,False,2025-06-26T19:35:50Z,2025-08-06T16:26:23Z,2025-08-06T16:26:20Z,main,,,2025-08-06T16:26:15Z,72122c965f40edc3dfec80b2069b007f95ee0340,Updates,README.md,False,24,backend; medpal-ui,.gitignore; README.md; all_files.txt,README.md,github_pages,,
user,shoaib2000857,DevXOmar/MIC-26,https://github.com/DevXOmar/MIC-26,,,,DevXOmar,JavaScript,Python; JavaScript; React; Next.js; FastAPI; Docker; Data Science / ML,,,0,0,0,0,False,False,False,2025-12-23T20:46:28Z,2025-12-23T20:49:46Z,2025-12-23T20:47:48Z,main,,,2025-12-23T20:47:36Z,565da7c2000e473846734bc9788ef0ec8b7b8830,Initial commit from original-repo base,README.md,False,112,app; docs; frontend; samples; scripts; tests,.gitignore; AUTOCOMMIT_OVERVIEW.md; BLOCKCHAIN_QUICKSTART.md; Dockerfile; FIX_SUMMARY.md; FULL_PROJECT_DOCUMENTATION.md; MULTI_NODE_GUIDE.md; PROJECT_OVERVIEW.md; README.md; SHARING_ARCHITECTURE.md; autocommit.py; docker-compose.yml; requirements.lock; requirements.txt; rustup-init.exe,Dockerfile; README.md; docker-compose.yml; requirements.txt,docker; github_pages; vercel,,
user,shoaib2000857,shoaib2000857/MiniDoom,https://github.com/shoaib2000857/MiniDoom,https://mini-doom.vercel.app,,,shoaib2000857,TypeScript,JavaScript; TypeScript; React; Next.js,,,0,0,0,0,False,False,False,2025-06-18T16:00:25Z,2025-06-18T18:18:17Z,2025-06-18T18:17:28Z,main,,,2025-06-18T18:17:27Z,e122ea016cbf4b209b944c1ee39422d75eed1963,Edits for build,README.md,False,23,app; public,.gitignore; README.md; README2.md; eslint.config.mjs; next-env.d.ts; next.config.ts; package-lock.json; package.json; postcss.config.mjs; tsconfig.json,README.md; next.config.ts; package-lock.json; package.json; postcss.config.mjs; tsconfig.json,vercel,https://mini-doom.vercel.app,
user,shoaib2000857,shoaib2000857/NeuroNest,https://github.com/shoaib2000857/NeuroNest,https://neuro-nest-sigma.vercel.app,,"An immersive brain-tech startup that uses AI and EEG headbands to train focus, creativity, and memory via gamified neurofeedback.",shoaib2000857,HTML,,,,0,0,0,0,False,False,False,2025-07-20T08:05:20Z,2025-07-20T08:20:12Z,2025-07-20T08:16:09Z,main,,,2025-07-20T08:16:08Z,02dc59d824c712137a2ffb39099651bea244a623,Create styles.css,,False,2,,index.html; styles.css,index.html,github_pages,https://neuro-nest-sigma.vercel.app,No README found via API.
user,shoaib2000857,shoaib2000857/Nitra-Mitra-gssoc,https://github.com/shoaib2000857/Nitra-Mitra-gssoc,https://nitra.nbytes.xyz/,,"Nitra Mitra is a student-centric academic platform developed by students of NITRA Technical Campus, designed to streamline study resources for AKTU learners. Its primary focus is on simplifying academics by offering well-organized notes, previous year question papers, semester-wise material, and exam preparation tools—all tailored to the AKTU",shoaib2000857,HTML,Python; JavaScript; Flask,,MIT License,0,0,0,0,False,True,False,2025-07-23T10:11:19Z,2026-04-14T03:24:46Z,2026-04-14T03:24:39Z,main,,,2026-04-14T03:24:37Z,e73c5f4f8712ea782c6c93825bba982e550e9ba2,Auto-update MERGED_PRS.md [skip ci],README.md,False,376,.github; backend; css; docs; favicon; games; images; js; pages,.gitignore; .htaccess; .htaccess.backup; CNAME; CODE_OF_CONDUCT.md; CONTACT_FORM_SETUP.md; CONTRIBUTION.md; DEPLOYMENT.md; LEADERBOARD.md; LICENSE; MERGED_PRS.md; README.md; _htaccess; eslint.config.js; gssoc25-logo.jpg; index.css; index.html; index.js; language.js; nitra-mitra-logo.png; package-lock.json; package.json,.github/workflows/auto-close-inactive-issues.yml; .github/workflows/auto-comment-merge-conflict.yml; .github/workflows/document-merged-prs.yml; .github/workflows/issue_created.yml; .github/workflows/pr-comment.yml; .github/workflows/update-leaderboard.yml; README.md; index.html; package-lock.json; package.json,github_pages; vercel,"https://nitra.nbytes.xyz/; https://img.shields.io/github/stars/VAIBHAVBABELE/vaibhavbabele.github.io?style=flat&logo=github""/; https://img.shields.io/github/forks/VAIBHAVBABELE/vaibhavbabele.github.io?style=flat&logo=github""/; https://img.shields.io/github/issues/VAIBHAVBABELE/vaibhavbabele.github.io?style=flat&logo=github""/; https://img.shields.io/github/issues-pr/VAIBHAVBABELE/vaibhavbabele.github.io?style=flat&logo=github""/; https://img.shields.io/github/issues-pr-closed/VAIBHAVBABELE/vaibhavbabele.github.io?style=flat&color=critical&logo=github""/; https://img.shields.io/github/languages/count/VAIBHAVBABELE/vaibhavbabele.github.io?style=flat&color=green&logo=github""; https://img.shields.io/github/contributors/VAIBHAVBABELE/vaibhavbabele.github.io?style=flat&color=blue&logo=github""/; https://readme-typing-svg.herokuapp.com?font=Fira+Code&weight=600&size=24&duration=3000&pause=1000&color=00C853&center=true&vCenter=true&width=700&lines=Thanks+for+visiting+NitraMitra!+🙌;Start+the+repo+✅;Share+it+with+others+🌍;Contribute+and+grow+🛠️;Happy+Coding+✨!""; https://github.com/VAIBHAVBABELE/vaibhavbabele.github.io/stargazers""; https://reporoster.com/stars/VAIBHAVBABELE/vaibhavbabele.github.io?type=svg&limit=200&names=false""; https://github.com/VAIBHAVBABELE/vaibhavbabele.github.io/network/members""; https://img.shields.io/github/contributors/VAIBHAVBABELE/vaibhavbabele.github.io?style=for-the-badge; https://github.com/VAIBHAVBABELE/vaibhavbabele.github.io/graphs/contributors; https://github.com/VAIBHAVBABELE/vaibhavbabele.github.io/graphs/contributors""; https://contrib.rocks/image?repo=VAIBHAVBABELE/vaibhavbabele.github.io""; https://github.com/VAIBHAVBABELE/vaibhavbabele.github.io; https://github.com/VAIBHAVBABELE/vaibhavbabele.github.io""; https://github.com/VAIBHAVBABELE/vaibhavbabele.github.io/issues; https://capsule-render.vercel.app/api?type=waving&color=gradient&height=65&section=footer""/",Repository is a fork.
user,shoaib2000857,shoaib2000857/notesvault-gssoc,https://github.com/shoaib2000857/notesvault-gssoc,https://opensource-society.github.io/notesvault/,,Your Smart Study Locker,shoaib2000857,HTML,JavaScript,,MIT License,0,0,0,0,False,True,False,2025-07-22T17:15:16Z,2025-07-22T17:43:45Z,2025-07-22T17:43:41Z,main,,,2025-07-22T17:44:26Z,0c111b10338ea5f16d16c2242100a8f7171ffc0f,Modified Overview Styling,README.md,False,47,.github; assets; components; data; pages; styling,CODE_OF_CONDUCT.md; CONTRIBUTING.md; GETTING_STARTED.md; LICENSE; README.md; SECURITY.md; about.css; about.html; index.html; jotpad.html; notepad.png; script.js; search.html; studentAccount.css; studentAccount.html; studentAccount.js; styles.css; styles.css.map; styles.scss; upload.html,.github/workflows/static.yml; README.md; index.html,github_pages,https://opensource-society.github.io/notesvault/,Repository is a fork.
user,shoaib2000857,shoaib2000857/Opencontribute,https://github.com/shoaib2000857/Opencontribute,,,,shoaib2000857,TypeScript,JavaScript; TypeScript; React; Next.js,,,1,0,1,0,False,False,False,2025-04-30T18:41:05Z,2025-05-01T18:32:45Z,2025-05-01T18:32:41Z,master,,,2025-05-01T18:32:56Z,87a0e0cf007a310f9cd7ebfefe5b976a5c8ae7ee,Merge branch 'master' of https://github.com/shoaib2000857/Opencontribute,README.md,False,48,collab-sphere,.gitignore; CollabSphere.mp4; README.md,README.md,vercel,,
user,shoaib2000857,shoaib2000857/Placify-Smarter_Placements-Sharper_Talent-gssoc,https://github.com/shoaib2000857/Placify-Smarter_Placements-Sharper_Talent-gssoc,https://placify-smarter-placements-sharper-gamma.vercel.app,,"Placify is an AI-powered recruitment and skill-assessment platform that streamlines 60–70% of campus placements by automating resume screening, adaptive assessments, and personalized feedback. It bridges the gap between industry needs and candidate readiness for students, colleges, and recruiters.",shoaib2000857,JavaScript,Python; JavaScript; React; Next.js; Vue; FastAPI; Django; Data Science / ML,,MIT License,0,0,0,0,False,True,False,2025-07-31T11:53:57Z,2025-07-31T14:11:15Z,2025-07-31T14:11:12Z,main,,,2025-07-31T14:10:51Z,769411a179c886b51e79611ee2c4d3a18cd8d2bb,"Chatbot, Full Functionality",README.md,False,105,ml_modules; public; server; src,.gitignore; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EMAIL_SETUP.md; LICENSE; README.md; eslint.config.js; index.html; jsconfig.json; package-lock.json; package.json; postcss.config.js; start-server.bat; tailwind.config.js; vite.config.js,README.md; index.html; package-lock.json; package.json; postcss.config.js; tailwind.config.js; vite.config.js,github_pages; vercel,https://placify-smarter-placements-sharper-gamma.vercel.app; https://placifyapp.netlify.app/; http://www.monishraman.netlify.app,Repository is a fork.
user,shoaib2000857,tanishqDevx/praklap,https://github.com/tanishqDevx/praklap,,,,tanishqDevx,Python,Python,,,1,0,1,0,False,False,False,2025-03-26T10:26:23Z,2025-04-25T10:44:28Z,2025-04-25T10:44:24Z,main,,,2025-04-25T10:44:18Z,191d5d1b839d01caa858bd7e43fcbc3c79094c6c,face recongnition code,README.md,False,11,mcqq,.gitignore; README.md; hi.py; lidar_test.py; yd.py; yd1.py,README.md,,,
user,shoaib2000857,shoaib2000857/PyTorch-Workshop,https://github.com/shoaib2000857/PyTorch-Workshop,,,,shoaib2000857,Jupyter Notebook,Data Science / ML,,,0,0,0,0,False,False,False,2025-09-16T17:25:56Z,2025-09-17T18:14:08Z,2025-09-17T18:14:04Z,main,,,2025-09-17T18:13:58Z,dc3389535ddecf91992c02d2af9426011a149cef,CNN,README.md,False,26,.ipynb_checkpoints; .virtual_documents; anaconda_projects; data,.gitignore; README.md; ann.pt; torch-day1.ipynb; torch-day2.ipynb; torch-day3.ipynb,README.md,,,
user,shoaib2000857,Vigneshrdy/rag-vm,https://github.com/Vigneshrdy/rag-vm,,,,Vigneshrdy,Python,Python,,,0,0,0,0,False,False,False,2026-01-01T10:30:29Z,2026-01-01T10:34:16Z,2026-01-18T18:09:57Z,main,,,2026-01-01T10:33:21Z,25d0bb26894d2ab59212e8d96f29bc8c8ea88f9e,vm-digital-ocean,,False,6,,index_documents.py; rag_api.py; requirements.txt; requirements.vm.txt; test.py; test_groq.py,requirements.txt,,,No README found via API.
user,shoaib2000857,shoaib2000857/rakshak-website,https://github.com/shoaib2000857/rakshak-website,https://rakshak-website.vercel.app,,,shoaib2000857,TypeScript,JavaScript; TypeScript; React; Next.js,,,0,1,0,0,False,False,False,2025-05-30T14:06:49Z,2025-06-05T19:13:00Z,2025-06-05T19:12:58Z,main,,,2025-06-05T19:12:51Z,8dc6e9ae2418e51b9d8d62cc1a0dcd0f2f68c6d4,piccccccccccccccccccccccccccccccccccccccccccccccccsssssssssssssssssssssssssssssssssssssssssss,,False,99,app; components; hooks; lib; public; styles,.gitignore; components.json; next.config.mjs; package-lock.json; package.json; pnpm-lock.yaml; postcss.config.mjs; tailwind.config.ts; tsconfig.json,next.config.mjs; package-lock.json; package.json; pnpm-lock.yaml; postcss.config.mjs; tailwind.config.ts; tsconfig.json,vercel,https://rakshak-website.vercel.app,No README found via API.
user,shoaib2000857,shoaib2000857/ROE,https://github.com/shoaib2000857/ROE,,,,shoaib2000857,Python,Python; FastAPI,,,0,0,0,0,False,False,False,2025-11-09T07:46:48Z,2025-11-09T07:50:28Z,2025-11-09T07:50:25Z,main,,,2025-11-09T07:50:25Z,dea41080d850fc17939fed6bd8e0388e5024ca17,Add email address to README,README.md,False,6,.github,README.md; q-fastapi-timeseries-cache.csv; q2.py,.github/workflows/matrix.yml; README.md,,,
user,shoaib2000857,Exp-Intro-to-GitHub-Flow-Cohort-1/series-intro-to-github-flow-shoaib2000857,https://github.com/Exp-Intro-to-GitHub-Flow-Cohort-1/series-intro-to-github-flow-shoaib2000857,,,series-intro-to-github-flow-shoaib2000857 created by GitHub Classroom,Exp-Intro-to-GitHub-Flow-Cohort-1,,,,MIT License,0,0,0,1,False,False,False,2024-06-16T05:38:35Z,2024-06-16T05:48:38Z,2025-12-01T02:16:50Z,main,,,2024-06-16T05:48:34Z,6de17cf785d638ab685cf87bbf948fdf3547358b,Update to X in STEP and README.md,README.md,False,38,.github; images,.gitignore; LICENSE; PROFILE.md; README.md,.github/workflows/0-welcome.yml; .github/workflows/1-create-a-branch.yml; .github/workflows/2-commit-a-file.yml; .github/workflows/3-open-a-pull-request.yml; .github/workflows/4-merge-your-pull-request.yml; .github/workflows/classroom.yml; README.md,,,
user,shoaib2000857,shoaib2000857/sharevolume,https://github.com/shoaib2000857/sharevolume,,https://shoaib2000857.github.io/sharevolume/,,shoaib2000857,HTML,,,MIT License,0,0,0,0,False,False,False,2025-10-22T13:19:11Z,2025-10-22T13:20:23Z,2025-10-22T13:20:20Z,main,,,2025-10-22T13:20:19Z,c77b217a11029b95627877212ff329485b24ee0c,Task ShareVolume - Round 1: LLM-generated app update/creation,README.md,False,4,,LICENSE; README.md; index.html; uid.txt,README.md; index.html,github_pages,https://shoaib2000857.github.io/sharevolume/,
user,shoaib2000857,shoaib2000857/Shoaib-Portfolio-Site,https://github.com/shoaib2000857/Shoaib-Portfolio-Site,https://shoaib2000857.github.io/Shoaib-Portfolio-Site/,https://shoaib2000857.github.io/Shoaib-Portfolio-Site/,Main Host on https://shoaibssm.me,shoaib2000857,TypeScript,JavaScript; TypeScript; React,,MIT License,0,0,0,0,False,False,False,2024-08-03T10:12:34Z,2025-08-25T16:56:18Z,2025-08-25T16:56:15Z,main,,,2025-08-25T16:56:30Z,06eaba6778c084e62d37649182e14cb2e646cdd1,Fixes v2,README.md,False,95,.devcontainer; .github; __images__; app; src; translations,.eslintrc; .gitignore; .prettierrc; CODE_OF_CONDUCT.md; LICENSE; README.md; SECURITY.md; SUPPORT.md; package-lock.json; package.json; postcss.config.js; slides.pptx; tailwind.config.ts; tsconfig.json,.github/workflows/azure-static-web-apps-ashy-river-0fb97fa1e.yml; .github/workflows/azure-static-web-apps-brave-island-0ccc63200.yml; .github/workflows/azure-static-web-apps-delightful-meadow-0e5275a1e.yml; .github/workflows/azure-static-web-apps-delightful-river-0b8ea701e.yml; .github/workflows/azure-static-web-apps-icy-meadow-03f04aa1e.yml; .github/workflows/azure-static-web-apps-icy-meadow-05589541e.yml; .github/workflows/azure-static-web-apps-lively-sand-0c83b5b1e.yml; .github/workflows/azure-static-web-apps-mango-water-00197fb1e.yml; .github/workflows/azure-static-web-apps-purple-stone-0205fee00.yml; .github/workflows/azure-static-web-apps-red-dune-0521bd900.yml; .github/workflows/azure-static-web-apps-salmon-tree-080b1b500.yml; .github/workflows/azure-static-web-apps-white-cliff-0f366481e.yml; .github/workflows/close-pull-requests.yml; README.md; package-lock.json; package.json; postcss.config.js; tailwind.config.ts; tsconfig.json,docker; github_pages,"https://shoaib2000857.github.io/Shoaib-Portfolio-Site/; http://{github-username}.github.io/{repo-name}`,",
user,shoaib2000857,shoaib2000857/shoaib2000857,https://github.com/shoaib2000857/shoaib2000857,,,,shoaib2000857,,React; Next.js; Vue; FastAPI; Flask,,,0,0,0,0,False,False,False,2024-06-13T11:59:54Z,2026-01-06T09:47:59Z,2026-01-06T09:47:56Z,main,,,2026-01-06T09:47:56Z,0b7f89331541183317f51b09034eab94f641a23e,Update README.md,README.md,False,4,.github,README.md,.github/workflows/waka-readme.yml; README.md,github_pages; vercel,"https://capsule-render.vercel.app/api?type=rect&color=gradient&height=4&section=header&reversal=true&animation=twinkling""; https://github-readme-stats-fast.vercel.app/api/wakatime?username=a85deef6-2e94-465d-998e-c54914c040a2&theme=tokyonight&layout=compact&hide_border=true""; https://github-readme-stats-fast.vercel.app/api?username=shoaib2000857&show_icons=true&theme=tokyonight""; https://github-readme-stats-fast.vercel.app/api/top-langs/?username=shoaib2000857&layout=compact&theme=tokyonight""; https://github-readme-stats-fast.vercel.app/api/streak?username=shoaib2000857&theme=tokyonight""; https://github-profile-trophy.vercel.app/?username=shoaib2000857&theme=tokyonight&no-frame=true&margin-w=15&column=6""; https://github-readme-activity-graph.vercel.app/graph?username=shoaib2000857&bg_color=0d1117&color=00f7ff&line=8a2be2&point=00f7ff&area=true&hide_border=true; https://quotes-github-readme.vercel.app/api?type=horizontal&theme=tokyonight""; https://capsule-render.vercel.app/api?type=waving&color=0:00F7FF,100:8A2BE2&height=100&section=footer""",
user,shoaib2000857,shoaib2000857/shoaib2000857.github.io,https://github.com/shoaib2000857/shoaib2000857.github.io,,https://shoaib2000857.github.io/,,shoaib2000857,,,,,0,0,0,0,False,False,False,2024-08-07T06:46:05Z,2024-08-07T08:30:07Z,2024-08-07T08:30:04Z,main,,,2024-08-07T08:30:04Z,2d3d1bf6f3972e079f288507e3de83395503f2d6,Create CNAME,README.md,False,2,,CNAME; README.md,README.md,,https://shoaib2000857.github.io/,
user,shoaib2000857,shoaib2000857/Smart-Kishi,https://github.com/shoaib2000857/Smart-Kishi,,,,shoaib2000857,,,,,0,0,0,0,False,False,False,2024-12-24T09:16:50Z,2024-12-24T09:17:05Z,2024-12-24T09:17:02Z,main,,,2024-12-24T09:16:53Z,a3f16194377c31ad6bd93d4d26812eff63363279,first commit,README.md,False,1,,README.md,README.md,,,No README found via API.
user,shoaib2000857,shoaib2000857/Subway-Surfers-controller,https://github.com/shoaib2000857/Subway-Surfers-controller,,,,shoaib2000857,Python,Python,,,0,1,0,0,False,False,False,2026-04-06T04:12:58Z,2026-04-06T04:13:09Z,2026-04-06T04:13:02Z,main,,,2026-04-06T04:12:43Z,0170260124466e85479dfd58f5194e1ff7aa772d,Init,,False,1,,gesture_game_controller.py,,,,No README found via API.
user,shoaib2000857,shoaib2000857/Sudhanshu-Chaturvedi-Portfolio,https://github.com/shoaib2000857/Sudhanshu-Chaturvedi-Portfolio,,,,shoaib2000857,TypeScript,JavaScript; TypeScript; React; Next.js,,,0,1,0,0,False,False,False,2025-12-23T20:04:39Z,2025-12-23T20:04:46Z,2025-12-23T20:04:42Z,main,,,2025-12-23T20:04:11Z,e535f40e99210f9a67ed906214d64c01b2a416da,Init,README.md,False,20,public; src,.gitignore; README.md; eslint.config.mjs; next.config.ts; package-lock.json; package.json; postcss.config.mjs; tsconfig.json,README.md; next.config.ts; package-lock.json; package.json; postcss.config.mjs; tsconfig.json,vercel,,
